State,Constituency_No,Constituency,Party,Candidate Name,Gender,Age,Application Date,Application Status,Father/Husband's Name,Photo Link,Phase,Polling Date
ANDAMAN & NICOBAR ISLANDS,1,ANDAMAN & NICOBAR ISLANDS,INDEPENDENT,V.K. ABDUL AZIZ,MALE,42,"27th March, 2024",Accepted,V.M. KOCHUNNI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/VKA-2024-2102.jpg,1,19-04-2024
ANDAMAN & NICOBAR ISLANDS,1,ANDAMAN & NICOBAR ISLANDS,INDEPENDENT,USHA KUMARI,FEMALE,39,"27th March, 2024",Accepted,S B GURUNG,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/USHAK-2024-2088.jpg,1,19-04-2024
ANDAMAN & NICOBAR ISLANDS,1,ANDAMAN & NICOBAR ISLANDS,INDEPENDENT,RINKU MALA MONDAL,FEMALE,36,"27th March, 2024",Accepted,N N MONDAL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/RINKU-2024-2056.jpg,1,19-04-2024
ANDAMAN & NICOBAR ISLANDS,1,ANDAMAN & NICOBAR ISLANDS,INDIAN NATIONAL CONGRESS,KULDEEP RAI SHARMA,MALE,56,"27th March, 2024",Accepted,BHAGAT SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/KULDE-2024-2038.jpg,1,19-04-2024
ANDAMAN & NICOBAR ISLANDS,1,ANDAMAN & NICOBAR ISLANDS,INDEPENDENT,ANAND RAMNATH ARLEKAR,MALE,58,"27th March, 2024",Accepted,RAMNATH ARLEKAR,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/ANAND-2024-2008.jpg,1,19-04-2024
ANDAMAN & NICOBAR ISLANDS,1,ANDAMAN & NICOBAR ISLANDS,INDEPENDENT,K VENKAT RAM BABU,MALE,50,"27th March, 2024",Accepted,K THATHAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/KVENK-2024-1997.jpg,1,19-04-2024
ANDAMAN & NICOBAR ISLANDS,1,ANDAMAN & NICOBAR ISLANDS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),SALAMAT MONDAL,MALE,48,"27th March, 2024",Accepted,YEAD ALI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/SALAM-2024-1955.jpg,1,19-04-2024
ANDAMAN & NICOBAR ISLANDS,1,ANDAMAN & NICOBAR ISLANDS,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,K J B SELVARAJ,MALE,50,"26th March, 2024",Accepted,G KULANDAI SAMY,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/KJBSE-2024-986.jpg,1,19-04-2024
ANDAMAN & NICOBAR ISLANDS,1,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR DEMOCRATIC CONGRESS,MANOJ PAUL,MALE,35,"26th March, 2024",Accepted,NIRODE BIHARI PAUL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/MANOJ-2024-970.jpg,1,19-04-2024
ANDAMAN & NICOBAR ISLANDS,1,ANDAMAN & NICOBAR ISLANDS,COMMUNIST PARTY OF INDIA  (MARXIST),D AYYAPPAN,MALE,60,"26th March, 2024",Accepted,P DAMODARAN,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/DAYYA-2024-944.jpg,1,19-04-2024
ANDAMAN & NICOBAR ISLANDS,1,ANDAMAN & NICOBAR ISLANDS,BAHUJAN SAMAJ PARTY,DR ARUN KUMAR MALLIK,MALE,64,"26th March, 2024",Accepted,DHIRENDRA NATH MALLIK,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/DRARU-2024-938.jpg,1,19-04-2024
ANDAMAN & NICOBAR ISLANDS,1,ANDAMAN & NICOBAR ISLANDS,BHARATIYA JANATA PARTY,BISHNU PADA RAY,MALE,73,"22nd March, 2024",Accepted,RAMASHIS RAY,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U01/BISHN-2024-169.jpg,1,19-04-2024
ANDHRA PRADESH,1,ARAKU (ST),BHARATIYA JANATA PARTY,KOTHAPALLI GEETHA,FEMALE,53,"22nd April, 2024",Accepted,PARUCHURI RAMA KOTESWARA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KOTHA-2024-6969.jpg,4,13-05-2024
ANDHRA PRADESH,1,ARAKU (ST),INDEPENDENT,SAMAREDDY BALAKRISHNA,MALE,48,"24th April, 2024",Accepted,KONDALARAO SAMAREDDY,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SAMAR-2024-7717.jpg,4,13-05-2024
ANDHRA PRADESH,1,ARAKU (ST),INDEPENDENT,ATHIDHI,FEMALE,32,"25th April, 2024",Accepted,MATSYARAJU PAANGI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ATHID-2024-8257.jpg,4,13-05-2024
ANDHRA PRADESH,1,ARAKU (ST),INDEPENDENT,MANDALA GIRIDHARA RAO,MALE,42,"25th April, 2024",Accepted,MANDALA LAKSHMANA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MANDA-2024-20240426083444.jpg,4,13-05-2024
ANDHRA PRADESH,1,ARAKU (ST),BHARAT ADIVASI PARTY,MOTTADAM . RAJABABU,MALE,47,"25th April, 2024",Accepted,LAKSHMANA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MOTTA-2024-8124.jpg,4,13-05-2024
ANDHRA PRADESH,1,ARAKU (ST),INDIA PRAJA BANDHU PARTY,VUYAKA NIREEKSHAN  (V. CHENCHU),MALE,43,"24th April, 2024",Accepted,V PAKEERU LATE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VUYAK-2024-20240424043308.jpg,4,13-05-2024
ANDHRA PRADESH,1,ARAKU (ST),INDEPENDENT,NIMMAKA JAYARAJU,MALE,64,"19th April, 2024",Accepted,SOWRYAPPA LATE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NIMMA-2024-5705.jpg,4,13-05-2024
ANDHRA PRADESH,1,ARAKU (ST),COMMUNIST PARTY OF INDIA  (MARXIST),APPALANARASA PACHIPENTA,MALE,41,"19th April, 2024",Accepted,LATE APPALASWAMY,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/APPAL-2024-5751.jpg,4,13-05-2024
ANDHRA PRADESH,1,ARAKU (ST),YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,GUMMA THANUJA RANI,FEMALE,31,"19th April, 2024",Accepted,GUMMA SYAM SUNDARA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GUMMA-2024-5992.jpg,4,13-05-2024
ANDHRA PRADESH,1,ARAKU (ST),JAI BHARAT NATIONAL PARTY,CHANTI BADNAINA,MALE,28,"23rd April, 2024",Accepted,BHEEMANNA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHANT-2024-7281.jpg,4,13-05-2024
ANDHRA PRADESH,1,ARAKU (ST),TELUGU RAJADHIKARA SAMITI PARTY,RAMBABU JALLI,MALE,45,"23rd April, 2024",Accepted,BANGARAIAH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/RAMBA-2024-20240423125010.jpg,4,13-05-2024
ANDHRA PRADESH,1,ARAKU (ST),BAHUJAN SAMAJ PARTY,AVASHYA LAHARI . VARAM,FEMALE,30,"22nd April, 2024",Accepted,VARAM R CHANDRA BABU NAIDU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VARAM-2024-6929.jpg,4,13-05-2024
ANDHRA PRADESH,1,ARAKU (ST),INDEPENDENT,RANJITH KUMAR PALAKA,MALE,42,"19th April, 2024",Accepted,KONDALA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/RANJI-2024-5838.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,INDIAN NATIONAL CONGRESS,PEDADA PARAMESWARA RAO,MALE,59,"22nd April, 2024",Accepted,BHIMARAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PEDAD-2024-20240429074347.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,INDEPENDENT,SANAPALA SRAVAN KUMAR,MALE,38,"23rd April, 2024",Accepted,SANAPALA KRISHNARAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SANAP-2024-20240429074525.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,BHARATHA CHAITANYA YUVAJANA PARTY,BORUBADRA CHANDRAKALA,FEMALE,37,"24th April, 2024",Accepted,BORUBADRA PAPARAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BORUB-2024-7860.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,TELUGU DESAM,KINJARAPU RAMMOHAN NAIDU,MALE,36,"24th April, 2024",Accepted,YERRANNAIDU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KINJA-2024-20240429074619.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,INDEPENDENT,BETHA VIVEKANANDA MAHARAJ,MALE,38,"25th April, 2024",Accepted,BETHA VENKATA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BETHA-2024-20240429075030.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,NAVARANG CONGRESS PARTY,KAYA DURGARAO,MALE,34,"25th April, 2024",Accepted,KARRIYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KAYAD-2024-20240429074916.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,INDEPENDENT,VABA YOGESWARA RAO,MALE,39,"24th April, 2024",Accepted,VABA ASIRAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VABAY-2024-20240429074752.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,PYRAMID PARTY OF INDIA,BOMMALI TIRUPATI RAO,MALE,29,"19th April, 2024",Accepted,BOMMALI RAMANAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BOMMA-2024-20240429074236.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,TILAK PERADA,MALE,50,"19th April, 2024",Accepted,PERADA SANYASIRAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/TILAK-2024-20240429074107.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,INDEPENDENT,CHELLURI DANIYAL,MALE,49,"23rd April, 2024",Accepted,KARRENNA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHELL-2024-20240429074028.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,JAI BHARAT NATIONAL PARTY,IPPILI SEETHARAJU,MALE,47,"19th April, 2024",Accepted,IPPILI GADDEPPADU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/IPPIL-2024-20240429074143.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,INDEPENDENT,YEDDU LAKSHMINARAYANA,MALE,66,"22nd April, 2024",Accepted,YEDDU KRISHNAMURTHY,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YEDDU-2024-20240429074440.jpg,4,13-05-2024
ANDHRA PRADESH,2,SRIKAKULAM,BAHUJAN SAMAJ PARTY,NAIDUGARI RAJASEKHAR,MALE,40,"22nd April, 2024",Accepted,TAVITINAIDU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NAIDU-2024-20240429074319.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,INDEPENDENT,ADINARAYANA TADDI,MALE,61,"25th April, 2024",Accepted,LATE THAVITINAIDU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ADINA-2024-8463.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,INDEPENDENT,ALLU SRIRAMULU,MALE,48,"25th April, 2024",Accepted,LATE ALLUMAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ALLUS-2024-8448.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,TELUGU DESAM,APPALANAIDU KALISETTI,MALE,50,"19th April, 2024",Accepted,BODINAIDU KALISETTI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/APPAL-2024-6145.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,INDEPENDENT,MARISERLA KRISHNAMURTHY NAIDU,MALE,50,"25th April, 2024",Accepted,LATE APPALANAIDU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MARIS-2024-8419.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,BELLANA CHANDRASEKHAR,MALE,62,"22nd April, 2024",Accepted,LATE SIMHACHALAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BELLA-2024-7019.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,NABA BHARATA NIRMANA SEVA PARTY,VANGAPANDU MAHESWARA RAO,MALE,37,"24th April, 2024",Accepted,VENKATARAMANA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VANGA-2024-7751.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,INDIAN NATIONAL CONGRESS,BOBBILI SRINU,MALE,33,"24th April, 2024",Accepted,BOBBILI KRISHNA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BOBBI-2024-7734.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,JAIBHIM RAO BHARAT PARTY,CHINNAM ARUNA KUMAR,MALE,46,"23rd April, 2024",Accepted,LATE SUBBA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHINN-2024-7487.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,INDEPENDENT,VELURI VENKATA TRINADHARAO,MALE,58,"23rd April, 2024",Accepted,MADHAVARAO LATE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VENKA-2024-7481.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,PYRAMID PARTY OF INDIA,SAKHINETI ANANTHA RAJU,MALE,50,"23rd April, 2024",Accepted,SAKINETI SATYANARAYANARAJU LATE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SAKIN-2024-7472.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,INDEPENDENT,P V A ANANDA SAGAR,MALE,60,"19th April, 2024",Accepted,MRUTYUNJAYA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/AANAN-2024-6185.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,BAHUJAN SAMAJ PARTY,PEERUBANDI PRAKASH RAO,MALE,69,"23rd April, 2024",Accepted,LATE CHINNAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PEERU-2024-7424.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,SAMAJWADI PARTY,ATCHIYYA NAIDU SAMIREDDY,MALE,55,"18th April, 2024",Accepted,SURYANARAIN,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ATCHI-2024-5521.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,INDEPENDENT,SIYYADULA YELLA RAO,MALE,42,"22nd April, 2024",Accepted,LATE KONDAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SIYYA-2024-7082.jpg,4,13-05-2024
ANDHRA PRADESH,3,VIZIANAGARAM,YUGA THULASI PARTY,SRINIVASA RAO SAMBHANA,MALE,45,"18th April, 2024",Accepted,LATE NAGESWARARAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SRINI-2024-5080.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDIA PRAJA BANDHU PARTY,ANDUKURI VIJAYA BHASKAR,MALE,55,"25th April, 2024",Accepted,ANDUKURI RAMARAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ANDUK-2024-8772.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,PIDIDHI APPARAO,MALE,44,"25th April, 2024",Accepted,P CHINNAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PAPPA-2024-8747.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,ARUNA SRI MURALA,FEMALE,53,"24th April, 2024",Accepted,MANOJ KUMAR MURALA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ARUNA-2024-7901.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,JANARDHAN PONNADA.,MALE,31,"25th April, 2024",Accepted,SAMBASIVA RAO P,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/JANAR-2024-8705.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,TELUGU DESAM,SRIBHARAT MATHUKUMILI,MALE,35,"22nd April, 2024",Accepted,M S RAMARAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SRIBH-2024-6911.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,NAVARANG CONGRESS PARTY,BIKKAVOLU. CHALAMAJI,MALE,43,"25th April, 2024",Accepted,LATE VEERAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BIKKA-2024-8435.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,GANAPATHI. JAGADEESWARA RAO (JAGADEESH),MALE,49,"24th April, 2024",Accepted,LATE GANAPATHI THOUDU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GANAP-2024-7914.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,BHARATHA CHAITANYA YUVAJANA PARTY,DR. ACHUTHA BALAJI YADAV (MURAPALA),MALE,39,"24th April, 2024",Accepted,APPALA NAIDU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MURAP-2024-7826.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,VASUPILLI SURESH,MALE,54,"25th April, 2024",Accepted,VASUPALLI NOOKARAJU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VASUP-2024-8375.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,LAGUDU. GOVINDA RAO,MALE,44,"25th April, 2024",Accepted,LAGUDU APPALA NAIDU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/LAGUD-2024-8314.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,KOLLI NAGA RAJU,MALE,38,"25th April, 2024",Accepted,KOLLI VENKATESWARARAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KOLLI-2024-20240504124950.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,SHANKAR DEVARA YADAV,MALE,26,"25th April, 2024",Accepted,DEVARA THAMMAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DEVAR-2024-8255.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,JAI MAHA BHARATH PARTY,GANAPATHI. JAGADEESWARA RAO (JAGADEESH),MALE,49,"24th April, 2024",Accepted,LATE GANAPATHI THOUDU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GANAP-2024-7914.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,JHANSI LAKSHMI. BOTCHA.,FEMALE,61,"22nd April, 2024",Accepted,BOTCHA SATYANARAYANA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BOTCH-2024-7152.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,RASHTRIYA PRAJA CONGRESS  (SECULAR),V.N. SATYA NARAYANA,MALE,44,"24th April, 2024",Accepted,VANDRASI APPRAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VANDR-2024-7878.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,G.A.N. ANAND,MALE,38,"24th April, 2024",Accepted,G MEHAR BABA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GANAN-2024-7807.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,SAMAJWADI PARTY,JALADI VIJAYA KUMARI,FEMALE,52,"20th April, 2024",Accepted,JALADI RAJA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/JALAD-2024-6729.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,VENU MADHAV KARRI,MALE,48,"24th April, 2024",Accepted,GOVARDHANA RAO KARRI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VENUM-2024-7647.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,PYRAMID PARTY OF INDIA,P. SATYA VANI,FEMALE,53,"18th April, 2024",Accepted,PULAMARASETTY KAMESWARA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PULAM-2024-5269.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,REPUBLICAN PARTY OF INDIA (A),DR. GANAPATHI KONGARAPU.,MALE,42,"24th April, 2024",Accepted,K APPALA RAMU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DRGAN-2024-7633.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,METTA RAMA RAO,MALE,58,"24th April, 2024",Accepted,LATE THAVUDU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/METTA-2024-7623.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,BAHUJAN SAMAJ PARTY,PEDAPENKI SIVA PRASADA RAO,MALE,57,"19th April, 2024",Accepted,SATYANARAYANA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PEDAP-2024-5737.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,BHARTIYA RASHTRIYA DAL,DURGA PRASAD. GUNTU,MALE,57,"24th April, 2024",Accepted,LATE RAMA MURTHY G,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DURGA-2024-7616.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,PRAJA SHANTHI PARTY,K.A. PAUL,MALE,60,"18th April, 2024",Accepted,BARNABAS KILARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ANAND-2024-5114.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,MALLA SRAVANI,FEMALE,51,"23rd April, 2024",Accepted,Malla Bhimaraju,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MALLA-2024-7466.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDIAN NATIONAL CONGRESS,P. SATYA REDDY,MALE,52,"23rd April, 2024",Accepted,P Koti Reddy,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PSATY-2024-7458.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,NAVATARAM PARTY,GANDIKOTA RAJESH,MALE,43,"23rd April, 2024",Accepted,GANDIKOTA VENKATA BRAHMAJI RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GANDI-2024-7444.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,VADDI. HARI GANESH,MALE,42,"18th April, 2024",Accepted,V VENKATARAo,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VADDI-2024-5084.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,PRAJA PRASTHANAM PARTY,THOTA VENKATA SAI MUKUND,MALE,29,"20th April, 2024",Accepted,T V G NARENDRA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VENKA-2024-6745.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,NABA BHARATA NIRMANA SEVA PARTY,CHINTADA SURYAM,MALE,56,"19th April, 2024",Accepted,LATE VENKAYYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHINT-2024-5895.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,CHAPPIDI RAMU,MALE,49,"19th April, 2024",Accepted,C VEERABHADRA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHAPP-2024-5964.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,M.G.M. KHAN,MALE,37,"19th April, 2024",Accepted,MOHAMMED MOULANA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MOHAM-2024-5868.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,DALITA BAHUJANA PARTY,BANNA. RAMESH,MALE,49,"19th April, 2024",Accepted,BANNA KARUNAKARA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BANNA-2024-5813.jpg,4,13-05-2024
ANDHRA PRADESH,4,VISAKHAPATNAM,INDEPENDENT,SONDI KRISHNA.,MALE,52,"19th April, 2024",Accepted,LATE VENKATA RAO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SONDI-2024-5776.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,INDEPENDENT,JUNNURI J SRINIVAS,MALE,54,"25th April, 2024",Accepted,JUNNURI JANAKI RAMAIAH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/JUNNU-2024-8972.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,INDEPENDENT,NAGESWARA RAO PETLA,MALE,60,"25th April, 2024",Accepted,SANYASI RAO LATE,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NAGES-2024-8812.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,BHARATIYA JANATA PARTY,C.M.RAMESH,MALE,58,"24th April, 2024",Accepted,MUNISWAMY NAIDU.C,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/RAMES-2024-7564.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,BHARATHA CHAITANYA YUVAJANA PARTY,APPALA RAJU NAMMI,MALE,54,"19th April, 2024",Accepted,LATE NAMMI RAMU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NAMMI-2024-5991.jpg,4,13-05-2024
ANDHRA PRADESH,5,ANAKAPALLE,BAHUJAN SAMAJ PARTY,PALAKA SREERAMA MURTHY,MALE,54,"22nd April, 2024",Accepted,LATE PALAKA SIMHACHALAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PALAK-2024-7108.jpg,4,13-05-2024
