State,Constituency_No,Constituency,Party,Candidate Name,Gender,Age,Application Date,Application Status,Father/Husband's Name,Photo Link,Phase,Polling Date
ODISHA,19,ASKA,INDEPENDENT,SANJAYA KUMAR BISHOYI,MALE,42,"2nd May, 2024",Accepted,RANKANIDHI BISHOYI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/SANJA-2024-10147.jpg,5,20-05-2024
ODISHA,19,ASKA,BAHUJAN SAMAJ PARTY,BRUNDABANA NAHAK,MALE,37,"1st May, 2024",Accepted,JOGI NAHAK,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/BRUND-2024-9740.jpg,5,20-05-2024
ODISHA,19,ASKA,SANATAN SANSKRITI RAKSHA DAL,PITABAS SAHU,MALE,37,"1st May, 2024",Accepted,NITYANANDA SAHU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/PITAB-2024-9738.jpg,5,20-05-2024
ODISHA,19,ASKA,BIJU JANATA DAL,RANJITA SAHU,FEMALE,32,"2nd May, 2024",Accepted,HARA PRASAD SAHU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/SUSRI-2024-10139.jpg,5,20-05-2024
ODISHA,19,ASKA,INDIAN NATIONAL CONGRESS,DEBAKANTA SARMA,MALE,41,"2nd May, 2024",Accepted,RABINDRA NATH SHARMA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/DEBAK-2024-10133.jpg,5,20-05-2024
ODISHA,19,ASKA,BHARATIYA JANATA PARTY,ANITA SUBHADARSHINI,FEMALE,52,"1st May, 2024",Accepted,PRABHAT KUMAR MOHANTY,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/ANITA-2024-9737.jpg,5,20-05-2024
ODISHA,19,ASKA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),PAPUNU SAHU,MALE,28,"29th April, 2024",Accepted,SUDHAKARA SAHU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/PAPUN-2024-9395.jpg,5,20-05-2024
ODISHA,20,BERHAMPUR,NABA BHARATA NIRMANA SEVA PARTY,BOMMALI KANTA RAO,MALE,54,"24th April, 2024",Accepted,Late Bommali Tellaya,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/DRBOM-2024-8098.jpg,4,13-05-2024
ODISHA,20,BERHAMPUR,INDEPENDENT,SIRIN TAMMANA,FEMALE,37,"25th April, 2024",Accepted,Rashmin Kumar Panda,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/SIRIN-2024-8946.jpg,4,13-05-2024
ODISHA,20,BERHAMPUR,BHARATIYA BIKASH PARISHAD,RAJENDRA DALABEHERA,MALE,70,"25th April, 2024",Accepted,Late Lokanath Dalabehera,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/RAJEN-2024-20240426053756.jpg,4,13-05-2024
ODISHA,20,BERHAMPUR,ALL INDIA FORWARD BLOC,SANTOSH KUMAR SAHU,MALE,41,"23rd April, 2024",Accepted,Late Purna Chandra Sahu,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/SANTO-2024-7524.jpg,4,13-05-2024
ODISHA,20,BERHAMPUR,BAHUJAN SAMAJ PARTY,BHASKAR CHAUDHORY,MALE,59,"25th April, 2024",Accepted,Late Somanath Choudhury,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/BHASK-2024-8819.jpg,4,13-05-2024
ODISHA,20,BERHAMPUR,INDEPENDENT,RAM SANKAR SATAPATHY,MALE,38,"24th April, 2024",Accepted,Radhamohan Shatapathi,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/RAMAS-2024-8092.jpg,4,13-05-2024
ODISHA,20,BERHAMPUR,BHARATIYA JANATA PARTY,DR PRADEEP KUMAR PANIGRAHY,MALE,60,"23rd April, 2024",Accepted,Late Somanath Panigrahy,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/DRPRA-2024-7505.jpg,4,13-05-2024
ODISHA,20,BERHAMPUR,BIJU JANATA DAL,BHRUGU BAXIPATRA,MALE,49,"24th April, 2024",Accepted,Late Harish Chandra Baxipatra,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/BHRUG-2024-8081.jpg,4,13-05-2024
ODISHA,20,BERHAMPUR,INDIAN NATIONAL CONGRESS,RASMI RANJAN PATNAIK,MALE,49,"24th April, 2024",Accepted,Late Kumar Chandra Patnaik,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/RASMI-2024-20240426053833.jpg,4,13-05-2024
ODISHA,20,BERHAMPUR,INDEPENDENT,V CHANDRA SHEKHAR,MALE,57,"19th April, 2024",Accepted,V ANJANEYULU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/VCHAN-2024-6454.jpg,4,13-05-2024
ODISHA,20,BERHAMPUR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),SOMANATH BEHERA,MALE,45,"19th April, 2024",Accepted,Late PRABHAKAR BEHERA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/SOMAN-2024-6506.jpg,4,13-05-2024
ODISHA,21,KORAPUT,COMMUNIST PARTY OF INDIA  (MARXIST-LENINIST)  (LIBERATION),PRAKASH HIKAKA,MALE,49,"25th April, 2024",Accepted,KANGU HIKAKA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/PRAKA-2024-20240430015756.jpg,4,13-05-2024
ODISHA,21,KORAPUT,NABA BHARATA NIRMANA SEVA PARTY,SUMAN KANTA,FEMALE,36,"25th April, 2024",Accepted,RABI KANTA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/SUMAN-2024-8803.jpg,4,13-05-2024
ODISHA,21,KORAPUT,INDEPENDENT,RAGHUMANI GOMANGO,MALE,60,"25th April, 2024",Accepted,LATE NILAKANT GOMANGO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/RAGHU-2024-8764.jpg,4,13-05-2024
ODISHA,21,KORAPUT,BHARATIYA JANATA PARTY,KALIRAM MAJHI,MALE,45,"24th April, 2024",Accepted,ASU MAJHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/KALIR-2024-8097.jpg,4,13-05-2024
ODISHA,21,KORAPUT,INDEPENDENT,LASU HANTAL,MALE,34,"24th April, 2024",Accepted,DAMU HANTAL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/LASUH-2024-20240426080020.jpg,4,13-05-2024
ODISHA,21,KORAPUT,INDEPENDENT,ABINASH GOMANGO,MALE,29,"23rd April, 2024",Accepted,BIJAY KUMAR GOMANGO,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/ABHIN-2024-7545.jpg,4,13-05-2024
ODISHA,21,KORAPUT,BAHUJAN SAMAJ PARTY,DAMINI JANI,FEMALE,42,"23rd April, 2024",Accepted,PABITRA NAIK,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/DAMIN-2024-7546.jpg,4,13-05-2024
ODISHA,21,KORAPUT,BIJU JANATA DAL,KAUSALYA HIKAKA,FEMALE,38,"23rd April, 2024",Accepted,JHINA HIKAKA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/KAUSA-2024-7541.jpg,4,13-05-2024
ODISHA,21,KORAPUT,REPUBLICAN PARTY OF INDIA (A),SANTOSH KUMAR BIDIKA,MALE,31,"20th April, 2024",Accepted,LATE NAUKLA BIDIKA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/SANTO-2024-6883.jpg,4,13-05-2024
ODISHA,21,KORAPUT,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),PRAMILA PUJARI,FEMALE,25,"20th April, 2024",Accepted,SATYA PUJARI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/PRAMI-2024-6882.jpg,4,13-05-2024
ODISHA,21,KORAPUT,INDIAN NATIONAL CONGRESS,SAPTAGIRI SANKAR ULAKA,MALE,45,"19th April, 2024",Accepted,RAMA CHANDRA ULAKA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/SAPTA-2024-6424.jpg,4,13-05-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,P RAJAN,MALE,27,"27th March, 2024",Accepted,Poongan,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/PRAJA-2024-20240330080551.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,UNITED REPUBLICAN PARTY OF INDIA,K PRABHU DEVAN,MALE,26,"27th March, 2024",Accepted,Kathavarayan,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/KPRAB-2024-20240330071539.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,NAAM TAMILAR KATCHI,R MENAGA,FEMALE,36,"25th March, 2024",Accepted,R RADHAKRISHNAN,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/RMENA-2024-20240330075800.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,V P MANICKAM,MALE,74,"27th March, 2024",Accepted,Pichaimuthu,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/VPMAN-2024-1772.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,M MURUGAN,MALE,44,"27th March, 2024",Accepted,Manickavel,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/MURUG-2024-20240330080513.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,ARADADI POSIYYA,MALE,36,"27th March, 2024",Accepted,Perayya,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/ARADA-2024-20240330080353.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,D RAVINDIRAN,MALE,41,"27th March, 2024",Accepted,U Devanathan,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/DRAVI-2024-20240330080430.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,S BAKTHAVATCHALAM,MALE,36,"27th March, 2024",Accepted,N Solaiyappan,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/SBAKT-2024-20240330080750.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,S MASCO,MALE,43,"27th March, 2024",Accepted,SUNDRARASU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/SMASC-2024-20240327075212.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,S SATHISH KUMAR,MALE,26,"27th March, 2024",Accepted,Srinivasan,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/SSATH-2024-20240327075127.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,E ANANTHAVEL,MALE,38,"27th March, 2024",Accepted,M Egambaram,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/EANAN-2024-20240330081551.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,R RAJA,MALE,54,"27th March, 2024",Accepted,Rajamanickam,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/RRAJA-2024-20240327074642.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDIAN NATIONAL CONGRESS,VE VAITHILINGAM,MALE,73,"27th March, 2024",Accepted,V Venkatasubba Reddiar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/VEVAI-2024-20240330075340.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,K RAMADASS,MALE,58,"26th March, 2024",Accepted,A Kasirajan,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/KRAMA-2024-20240330071505.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,KOLLANJIAPPAN,MALE,39,"26th March, 2024",Accepted,Subramani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/KOLLA-2024-20240330080037.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,NIRMALA G,FEMALE,36,"26th March, 2024",Accepted,Gopi,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/NIRMA-2024-20240326062652.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,BAHUJAN SAMAJ PARTY,D ALANGARAVELU,MALE,52,"26th March, 2024",Accepted,Devarasu,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/DALAN-2024-20240326062613.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,K ARUNACHALAM,MALE,47,"26th March, 2024",Accepted,Kengadarane,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/KARUN-2024-20240330081424.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,M KRISHNAMURTHY,MALE,62,"26th March, 2024",Accepted,S Muthukrishnan,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/MKRIS-2024-20240330080700.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,K KISHORKUMAR,MALE,43,"26th March, 2024",Accepted,Kaliyaperumal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/KKISH-2024-20240326062203.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,M MANIKANDAN,MALE,39,"26th March, 2024",Accepted,Manickam,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/MMANI-2024-20240330080217.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),P SANKARAN,MALE,75,"25th March, 2024",Accepted,PURUSHOTHAMAN,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/PSANK-2024-20240325072955.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,G THAMIZHVENDAN,MALE,34,"25th March, 2024",Accepted,Govindharaj,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/GTHAM-2024-20240330075957.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,BHARATIYA JANATA PARTY,A NAMASSIVAYAM,MALE,54,"25th March, 2024",Accepted,N Arumugam,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/ANAMA-2024-20240330075925.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,S KALA,FEMALE,60,"25th March, 2024",Accepted,S Sankaran,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/SKALA-2024-20240330075901.jpg,1,19-04-2024
PUDUCHERRY,1,PUDUCHERRY,INDEPENDENT,COUTTANE ALIAS DHIVANEEDHE,MALE,54,"21st March, 2024",Accepted,Anuvaradhan,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/U07/COUTT-2024-20240330080145.jpg,1,19-04-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,SANTOSH KAUR,FEMALE,50,"14th May, 2024",Accepted,Jagjit Singh,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SANTO-2024-12887.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,MEGH DESHAM PARTY,SANTOSH KUMARI,FEMALE,49,"14th May, 2024",Accepted,Subhash Chander,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SANTO-2024-12813.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,BHARATHEEYA JAWAN KISAN PARTY,RAMESH KUMAR TOLLA,MALE,50,"14th May, 2024",Accepted,Krishan Lal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/RAMES-2024-12797.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,TILAK RAJ,MALE,46,"14th May, 2024",Accepted,Gopal Dass,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/TILAK-2024-12764.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,SANJEEV SINGH,MALE,48,"14th May, 2024",Accepted,Dalip Singh,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SANJE-2024-12737.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,SANT SEWAK,MALE,37,"14th May, 2024",Accepted,Prem Chand,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SANTS-2024-12683.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,NATIONAL REPUBLIC PARTY OF INDIA,RAMESH LAL,MALE,44,"13th May, 2024",Accepted,Manohar Lal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/RAMES-2024-12585.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,BAHUJAN SAMAJ PARTY,RAJ KUMAR,MALE,64,"13th May, 2024",Accepted,Kishan Chand,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/RAJKU-2024-12560.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),GURINDER SINGH BAJWA,MALE,58,"13th May, 2024",Accepted,Tejbir Singh,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/GURIN-2024-12536.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,SURJIT SINGH,MALE,35,"13th May, 2024",Accepted,Ram Lubhaya,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SURJI-2024-20240513064431.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,I.S.GULATI,MALE,61,"13th May, 2024",Accepted,Karam Singh Gulati,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/ISG-2024-12478.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,SURINDER SINGH,MALE,66,"13th May, 2024",Accepted,Dogar Singh,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SURIN-2024-12451.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,BHARTIYA RASHTRIYA DAL,JATINDER KUMAR SHARMA,MALE,50,"13th May, 2024",Accepted,Mohinder Mohan,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/JATIN-2024-12423.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,GURPREET KAUR BAJWA,FEMALE,26,"13th May, 2024",Accepted,Kulwant Singh,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/GURPR-2024-12380.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,AAM AADMI PARTY,AMANSHER SINGH (SHERY KALSI),MALE,36,"13th May, 2024",Accepted,Manohar Singh,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/AMANS-2024-12327.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,JAGDISH MASIH,MALE,49,"13th May, 2024",Accepted,Sadik Masih,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/JAGDI-2024-12310.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,SHIROMANI AKALI DAL,DR. DALJIT SINGH CHEEMA,MALE,62,"13th May, 2024",Accepted,Sher Singh,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/DALJI-2024-12271.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,NATIONALIST JUSTICE PARTY,DARBARA SINGH,MALE,61,"13th May, 2024",Accepted,Sawaran Singh,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/DARBA-2024-12262.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,SAMUEL SONI,MALE,41,"10th May, 2024",Accepted,Sucha Masih,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SAMUE-2024-12126.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,AMIT AGGARWAL,MALE,53,"10th May, 2024",Accepted,KRISHAN KUMAR AGGARWAL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/AMITA-2024-12104.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,BHARATIYA JANATA PARTY,DINESH SINGH BABBU,MALE,61,"10th May, 2024",Accepted,Bhim Singh,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/DINES-2024-12070.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,JAN SEWA DRIVER PARTY,RANJODH SINGH,MALE,53,"10th May, 2024",Accepted,Sucha Singh,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/RANJO-2024-12051.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,ROBI MASIH,MALE,28,"10th May, 2024",Accepted,SAWINDER MASIH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/ROBIM-2024-12020.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,SANJEEV MANHAS,MALE,44,"10th May, 2024",Accepted,SWARAN SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SANJE-2024-12003.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDIAN NATIONAL CONGRESS,SUKHJINDER SINGH RANDHAWA,MALE,65,"10th May, 2024",Accepted,SANTOKH SINGH RANDHAWA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SUKHJ-2024-11992.jpg,7,01-06-2024
PUNJAB,1,GURDASPUR,INDEPENDENT,TARSEM MASIH SAHOTA,MALE,47,"7th May, 2024",Accepted,Piara Masih,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/TARSE-2024-11750.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,GAGANDEEP,MALE,37,"14th May, 2024",Accepted,HARBANS SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/GAGAN-2024-12999.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,NEELAM,FEMALE,38,"14th May, 2024",Accepted,NEETU,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/NEELA-2024-12981.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDIAN NATIONAL CONGRESS,GURJEET SINGH AUJLA,MALE,51,"13th May, 2024",Accepted,SARABJIT SINGH AUJLA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/GURJE-2024-12538.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),EMAAN SINGH MANN,MALE,52,"14th May, 2024",Accepted,SIMRANJIT SINGH MANN,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/EMAAN-2024-12987.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,BALWINDER SINGH,MALE,53,"14th May, 2024",Accepted,RASHPAL SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/BALWI-2024-12984.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,SIMRANPREET SINGH,MALE,26,"13th May, 2024",Accepted,JASWANT SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SIMRA-2024-20240514010824.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,REPUBLICAN PARTY OF INDIA (ATHAWALE),GURPREET SINGH RATTAN,MALE,36,"14th May, 2024",Accepted,HARJEET SINGH RATTAN,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/GURPR-2024-12977.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,SHIROMANI LOK DAL PARTY,DILDAR MASIH,MALE,47,"14th May, 2024",Accepted,YOUSAF MASIH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/DILDA-2024-20240514072357.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,JASPAL MASIH,MALE,46,"13th May, 2024",Accepted,RAJ PAL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/JASPA-2024-12616.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,SATBIR SINGH  JAMMU,MALE,64,"13th May, 2024",Accepted,AJIT SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SATBI-2024-12610.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,DILBAGH SINGH,MALE,57,"13th May, 2024",Accepted,MAHINDER SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/DILBA-2024-12605.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,PRITHVI PAL,MALE,66,"13th May, 2024",Accepted,MILKHI RAM,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/PRITH-2024-12598.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,MASTER HARJINDER PAL,MALE,59,"13th May, 2024",Accepted,CHUNI LAL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/HARJI-2024-12590.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,RESHAM SINGH,MALE,28,"13th May, 2024",Accepted,SATNAM SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/RESHA-2024-12582.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,SHAM LAL GANDHI,MALE,42,"13th May, 2024",Accepted,RAM DEV,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SHAML-2024-12564.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,GURINDER SINGH SABHI GILL,MALE,55,"13th May, 2024",Accepted,PARKASH SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/GURIN-2024-20240514105703.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,SHAMSHER SINGH SHERA,MALE,30,"13th May, 2024",Accepted,JATINDERPAL SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SHAMS-2024-12553.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,BAHUJAN SAMAJ PARTY,VISHAL SIDHU,MALE,38,"13th May, 2024",Accepted,MAHINDER SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/VISHA-2024-12511.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,AAM AADMI PARTY,KULDEEP SINGH DHALIWAL,MALE,61,"13th May, 2024",Accepted,HARBANS SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/KULDE-2024-12475.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,INDEPENDENT,SAHIB SINGH,MALE,45,"13th May, 2024",Accepted,CHARAN SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SAHAB-2024-12464.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,AAM JANTA PARTY (INDIA),NARINDER KAUR,FEMALE,61,"10th May, 2024",Accepted,ARVINDER SINGH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/NARIN-2024-12175.jpg,7,01-06-2024
PUNJAB,2,AMRITSAR,SHIROMANI AKALI DAL,ANIL JOSHI,MALE,60,"10th May, 2024",Accepted,KISHORI LAL JOSHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/ANILJ-2024-12128.jpg,7,01-06-2024
